uai;nom_etablissement;lattitude;ips;total_eleves_hors_segpa_ulis;total_eleves_segpa;total_eleves_ulis;pourcentage_filles
0931188L;Collège Raymond Poincaré;48.929472614370944;81.4;696;0;12;48.16820615567043715500
0382110M;Collège le Grand Champ;45.75803078916312;91.0;711;62;12;47.70140034626499175300
0311851U;Collège Leclerc;43.1087587242333;96.2;422;0;17;53.53083043168444492900
0281060A;Collège Martial Taugourdeau;48.74240206211776;98.4;606;0;12;49.14111436380301247000
0930900Y;Collège Jean-Pierre Timbaud;48.90649611975704;72.9;600;0;12;47.27852714166643619600
0921160L;Collège Jean-Baptiste Clément;48.93189999560393;87.2;802;0;0;48.71455337438349023500
0755000C;Collège Thomas Mann;48.82891797678627;98.3;539;0;0;50.21111627946220476800
0840762X;Collège Barbara Hendricks;44.14299591349081;82.4;505;0;14;46.86041339961491625800
0622098U;Collège Emile Zola;50.4287649601296;84.1;347;0;0;52.84322517768174289400
0311630D;Collège Stendhal;43.578453422181546;74.6;471;86;18;50.75108980872649087500
0931379U;Collège Pablo Neruda;48.95051721003936;77.3;644;61;0;47.41915699801662651200
0511254L;Collège François Legros;49.236645762376725;76.5;594;0;15;41.17830280445013839100
0720068H;Collège Léon Tolstoï;48.02011676905311;90.5;344;0;0;45.92918035758181908800
0131885D;Collège Vallon des Pins;43.371399994209604;64.5;611;0;10;50.57983617184810361300
0932261C;Collège Joséphine Baker;48.906273716715745;84.5;476;0;13;47.07979627101375614100
0382032C;Collège Lucie Aubrac;45.16610722459182;72.7;368;0;15;47.78599926199234270800
0930616P;Collège Romain Rolland;48.90426323126266;73.4;639;0;14;49.46585102673690466900
0594168K;Collège Jean Zay;50.29266344220489;85.5;288;0;0;50.94183199497363283400
0380013H;Collège Nelson Mandela;45.132686918601145;81.4;430;0;0;52.08482710665210557700
0931200Z;Collège Pierre Semard;48.927126717358426;79.1;634;51;0;45.52759101712880217400
0572493A;Collège Louis Armand;49.20993462751077;71.9;254;0;0;53.49058343553921089900
9720031B;Collège du Vauclin;14.544374146057097;92.6;316;0;0;50.98726193533171055500
0370071B;Collège la Rabière;47.3463353760834;70.3;258;59;0;49.17580638325625094200
0951401G;Collège La Justice;49.04611545203748;84.7;513;38;17;47.21991182331169409000
0541327Z;Collège Jean Lamour;48.703697089937826;75.0;247;0;0;45.18947481223276631900
0132403S;Collège François Villon;43.28540727567788;86.1;364;0;0;52.01601629958949628100
9740096L;Collège Alsace Corré;-21.134242579661176;76.5;348;0;10;47.35356809544275363100
0771656G;Collège Arche Guédon;48.85027531586813;100.0;488;63;13;48.27054338962113812200
0772056S;Collège Jean de La Fontaine;48.543889180956334;79.2;519;0;0;50.67170258732973246300
6200011T;Collège Laetitia Bonaparte;41.92628305932155;108.7;759;0;0;51.54514680432350585700
9720513A;Collège Emmanuel Saldès;14.785477110407468;80.6;193;68;18;45.19122294926948934600
0753939Z;Collège Jean Perrin;48.85685306092131;81.1;335;0;0;48.05924269575963456300
0421684C;Collège Albert Thomas;46.044164960692996;74.5;316;0;0;50.60700475892284288300
0541327Z;Collège Jean Lamour;48.703697089937826;75.0;295;0;0;45.18947481223276631900
0330146E;Collège Gisèle Halimi;44.84199629660682;98.1;532;0;0;54.47714066336908121000
0260049M;Collège Jean Zay;44.935948417379606;92.1;488;0;27;50.55607534178160145500
0931489N;Collège Federico Garcia Lorca;48.92439473650673;76.4;464;39;0;49.21324572938580555200
0382032C;Collège Lucie Aubrac;45.16610722459182;72.7;383;0;11;47.78599926199234270800
0594394F;Collège Marie Curie;50.718868994902444;77.3;521;58;15;48.27470755413319981900
0590068D;Collège Jules Ferry;50.38175061469219;87.1;626;0;18;48.68157518918249681800
0510052E;Collège Louis Pasteur;48.78496604934703;91.1;386;23;0;49.88803900605841555500
9741386N;Collège Chemin Morin;-20.967961128124884;76.8;768;0;8;47.59159441752321930900
9710022X;Collège du Mont des Accords;18.069452218170497;83.8;814;82;12;46.51467951689315160600
0941021Z;Collège Paul Langevin;48.78810220956382;88.9;400;0;11;52.68271875968257099300
0760021K;Collège Emile Chartier;49.44171988622034;108.7;485;0;0;47.78261201032521802300
0690249W;Collège Pierre Valdo;45.779670960163855;79.4;573;0;13;47.12843297394095657100
0620119T;Collège Pierre et Marie Curie;50.43556699322092;78.5;601;62;0;50.93339698268929383900
9740703W;Collège Cambuston - Claude MAHOUDEAUX;-20.928633896464916;78.4;632;0;11;52.73600145835872824700
0931204D;Collège Marcel Cachin;48.924156474276174;72.5;747;0;2;48.21461435160134441700
9730380A;Collège Achmat Kartadinama (Grand-Santi);4.276021260911382;71.6;468;49;7;49.96654956880920887000
0760017F;Collège le Cèdre;49.4432844634738;93.4;336;57;12;47.79607739744744254200
0382044R;Collège Pablo Picasso;45.144597689992025;78.1;379;0;12;47.31229778840028703600
0941039U;Collège Guy Môquet;48.793393102725126;86.8;426;0;13;45.09256909786300964700
0752196E;Collège Marx Dormoy;48.88849708458435;88.3;412;51;0;51.17932742023641952600
0931148T;Collège Georges Politzer;48.93163026635062;84.6;633;60;15;48.07370177209855585800
0593235W;Collège Boris Vian;50.63057676788112;85.8;393;51;0;47.53257860037853208200
0622095R;Collège Jean Moulin;50.70825662279591;78.5;434;52;0;47.75483945145195780100
0911027X;Collège Michel-Richard Delalande;48.71206175285292;84.1;665;51;0;47.34540884744560591100
0110810W;Collège de Grazailles;43.22434705240704;97.1;752;77;22;47.25392600941920377500
9740702V;Collège Hubert Delisle;-21.032460287583415;77.4;565;123;24;44.90785189946114218900
0781977A;Collège Clemenceau;48.9992770233984;75.7;333;0;12;44.68475474849514986100
0180033N;Collège Marguerite Audoux;46.83492943525388;87.0;149;0;0;53.88074293797301452100
9720019N;Collège Paul Symphor;14.68051029284604;92.7;338;0;0;49.01163541349499184900
0601178E;Collège Anatole France;49.26079517459383;79.5;665;58;13;49.97371991475536841600
9710661S;Collège Nestor de Kermadec;16.234838556811745;67.8;299;0;0;52.59468580326121243500
9710710V;Collège Alexandre Isaac;16.278851224125525;89.9;831;68;19;49.43226582253528058600
0941036R;Collège Karl Marx;48.78459769818388;86.8;421;0;0;49.88512878459015236800
0595190W;Collège Gayant;50.40191279499383;73.9;233;28;0;41.87715011709457295300
0590190L;Collège Jean-Baptiste Lebas;50.68101814010843;64.6;487;0;0;51.17599432109672092300
0131931D;Collège Thiers;43.296854155506374;112.1;413;0;0;51.36473787427640800300
0110672W;Collège Jules Verne;43.21744505707045;78.9;588;79;16;49.24173853920904394100
0580682B;Collège Les Courlis;46.98089342674046;92.8;347;0;7;47.38345787305222458300
0623313P;Collège Lavoisier;50.50690421353284;78.9;353;0;0;52.93451283453071830200
0132408X;Collège Jules Ferry;43.3425610267601;67.8;475;0;7;48.46213788785353578400
0240106K;Collège Olympe de Gouges;44.857890366823916;92.1;248;0;0;50.37784822952283142900
0593185S;Collège Anatole France;50.361329331555964;76.2;624;57;0;47.59378525995189160700
0541515D;Collège Simone de Beauvoir;48.65174692130823;86.5;417;51;0;46.74687763139367390400
0441727N;Collège Arthur Rimbaud;47.32193185592498;86.7;328;0;10;51.90248780509242898900
9730483M;Collège Joseph Ho Ten You;5.171398756618388;84.3;431;0;13;53.56668707963217689800
0010987T;Collège Jean Rostand;46.269703224742685;86.4;628;0;10;49.19953531516806540500
0830180V;Collège Henri Wallon;43.112711393187055;67.9;500;74;11;47.50561356188144999600
9720708M;Collège Jenny Alpha  (Ex Dillon 2);14.608342157568362;77.2;365;0;26;54.11624338063999684900
9740091F;Collège Leconte de Lisle;-21.274360180227163;75.5;760;0;24;50.66237547390307659000
0590031N;Collège Jean Macé;50.399192131331574;76.9;498;49;13;51.64458778859298996100
9760094Y;Collège de Dzoumogné;-12.721798071687594;59.7;1287;0;6;51.76321949966945137200
0601718S;Collège Pierre Mendès France;49.23013890968722;93.2;464;0;13;48.88532530208375801800
9720472F;Collège Aimé Césaire - Basse Pointe;14.867990418391756;79.6;199;24;0;47.59566618301510729000
0511251H;Collège Joliot-Curie;49.231894423087184;68.2;390;57;0;51.42431080403988581200
0941679P;Collège Albert Cron;48.808216477695915;96.9;400;0;0;49.74771160374753356500
0280657M;Collège les Petits Sentiers;48.43339819251506;84.7;365;100;13;47.23409373935001276400
9760371Z;Collège de Ouangani;-12.841158159262088;77.4;1036;95;10;50.21778731862450316200
0660522J;Collège Marcel Pagnol;42.71239825182605;63.3;580;54;15;47.87837201600316116600
0931194T;Collège République;48.90679137877798;79.2;694;67;14;47.95275614980540377000
0331461J;Collège Cassignol;44.852276655981946;142.0;759;0;15;48.45422271599927292400
0711348E;Collège Jean Vilar;46.801975057165585;94.4;560;0;0;50.22009268710660607700
0600032J;Collège La Rochefoucauld;49.32647170524783;97.1;563;0;13;49.16430058352396779500
9720447D;Collège Gérard Café;14.471266306754242;95.6;329;49;0;46.89225253296041860800
0900351T;Collège Simone Signoret;47.629446451764224;70.1;336;85;0;48.40346304916197282500
0711323C;Collège Les Épontots;46.78807515110052;77.7;250;0;7;50.33878860681855387400
0720987G;Collège Costa-Gavras;47.99431492236332;60.8;326;0;13;53.89695275708060815100
0692578C;Collège Gabriel Rosset;45.72973322700155;82.8;587;0;9;49.51819460219276157100
0931194T;Collège République;48.90679137877798;79.2;777;71;14;47.95275614980540377000
0511470W;Collège Maryse Bastié;49.26984549368462;85.9;595;72;11;48.45919560339265247200
0941022A;Collège Léon Blum;48.79386024148904;102.4;617;53;0;48.29786642252312242900
0771476L;Collège Georges Politzer;48.521246397126866;89.7;572;0;0;48.76091709135640305700
0771337K;Collège Elsa Triolet;48.54492273740363;84.2;717;0;0;51.01685443797237875500
0880045W;Collège Alphonse Cytère;48.35301560900074;93.1;436;0;17;55.83491995099869999300
0771621U;Collège Honoré de Balzac;48.26261375641058;92.7;392;0;0;52.51844986877680605700
0131885D;Collège Vallon des Pins;43.371399994209604;64.5;579;0;10;50.57983617184810361300
0382035F;Collège Charles Munch;45.173750473834154;97.5;647;102;7;50.89713841453948943700
0752544H;Collège François Villon;48.826222298748995;92.4;482;0;0;49.78618261528541833100
9740703W;Collège Cambuston - Claude MAHOUDEAUX;-20.928633896464916;78.4;677;0;10;52.73600145835872824700
0622863A;Collège Adam de la Halle;50.26837738946462;97.7;495;40;7;50.23765704198089441400
9760009F;Collège de Doujani;-12.793125776555812;64.3;1582;0;15;50.76000137034019035900
0440055W;Collège Jean Rostand;47.24594665769826;123.6;621;0;0;52.07416561566296809200
9740069G;Collège de l'Etang Saint-Paul;-20.98162557490144;88.5;648;0;13;45.63712747828979760900
0592830F;Collège Jean Zay;50.60722395909997;85.1;306;0;0;55.72252162829213377900
0741097R;Collège Jacques Prévert;46.18490606823581;84.4;571;0;14;49.64081571063975875200
0931978V;Collège Victor Hugo;48.83847315768288;93.4;522;0;0;50.61112542319307558000
0491764B;Collège Claude Debussy;47.48939062753007;92.9;345;62;12;47.57033073009849934900
0771176K;Collège Jules Verne;48.54459932438809;91.0;383;74;0;46.97568884551845345000
9740598G;Collège de Mille Roches;-20.969430237531494;76.6;893;125;13;47.14904745442361428700
0593680E;Collège Chasse Royale;50.355747136749194;65.8;273;40;0;48.61490909570023178000
0931429Y;Collège Jean Vilar;48.923364768068;78.1;659;0;14;49.43899847050710729700
0720001K;Collège John Kennedy;47.96491711362943;92.0;434;58;13;49.73498118737816027500
0021535H;Collège Lamartine;49.38631594913509;100.8;353;0;27;48.36723304885292411300
0692159X;Collège Paul-Emile Victor;45.81684375838678;71.1;553;56;0;48.09273908645032827900
0692703N;Collège Jean de Verrazane;45.77380490983354;86.8;395;0;12;46.31059853610786222300
0132204A;Collège Pont de Vivaux;43.27705886764262;76.8;498;0;14;45.47406787404541232300
0131703F;Collège Edouard Manet;43.33336908225192;59.6;396;87;0;50.49923269983047542600
0781108F;Collège René Cassin;48.97405583352472;84.1;233;51;0;50.37159369005894265300
0572491Y;Collège Robert Schuman;49.13890738186971;78.4;241;0;0;52.99640595285749074600
0594634S;Collège Théodore Monod;50.67211691461054;72.9;333;54;14;43.75390191255068678800
6200040Z;Collège Léon Boujot;41.59000247913734;96.7;700;0;0;46.76044036591992408800
0762128A;Collège Léo Lagrange;49.5017416116479;80.0;246;58;13;43.78532879531825068300
0100019S;Collège de la Villeneuve;48.28282488686578;87.8;496;35;7;44.89692490950133032800
0870817R;Collège Auguste Renoir;45.823354395912105;103.7;474;0;12;52.15974245608329729000
0622424Y;Collège Langevin-Wallon;50.45108347226466;76.1;413;68;0;48.18921830592599603800
0383494S;Collège les Saules;45.14770685369583;98.0;496;0;0;49.14205713664755548300
0771029A;Collège Henri Dunant;48.945505414466616;77.9;721;0;0;43.83663667663352890300
0772191N;Collège La Boétie;48.630174833280144;103.8;518;0;0;48.21599663906619072900
0762459K;Collège Nelson Mandela;49.28224742151588;81.1;570;64;12;50.15102596714160037600
0931612X;Collège Jean Zay;48.91032303970648;75.9;478;51;0;49.81226713852211626200
0692342W;Collège Alain;45.696744263891354;71.8;798;62;10;49.52878595334820698400
9710710V;Collège Alexandre Isaac;16.278851224125525;89.9;849;68;20;49.43226582253528058600
0132208E;Collège Marcel Pagnol;43.41239943428008;83.7;440;57;0;48.23251340271749572500
0810127Y;Collège Marcel Pagnol;43.492410330657265;88.0;285;0;0;52.15420510599878599700
0271320N;Collège Rosa Parks;49.24831614355137;95.3;490;0;26;49.23071794586261707600
0611023F;Collège François Truffaut;48.742108808954065;91.6;362;0;13;52.82618021163622511600
0932311G;Collège Théodore Monod;48.87822189413382;93.9;546;63;14;50.84697381531633557500
0132730X;Collège Pytheas;43.33378119396453;77.8;359;0;13;51.82217169120206689300
0301721H;Collège Jean-Louis Trintignant;44.028519592034264;108.7;435;0;12;49.01105514077408864100
0941095E;Collège Paul Eluard;48.768196928477295;79.6;492;52;11;48.37734494081830334600
0593179K;Collège Claude Lévi-Strauss;50.63147124244808;83.9;491;0;0;46.84920886915285109400
0350963G;Collège les Hautes Ourmes;48.08946765302947;90.4;618;62;0;50.06084435083561875200
0132214L;Collège Henri Fabre;43.44084480591727;77.3;508;0;0;49.82159860901114799400
0720799C;Collège Jean de l'Epine;48.01740166270182;108.9;502;0;11;50.65417460837210692300
0590183D;Collège Madame de Sévigné;50.693177620016684;68.3;380;0;12;49.64392902099594799800
0270022C;Collège Navarre;49.01830934776607;90.5;652;0;13;48.84857998147700595000
0840029A;Collège Marcel Pagnol;43.69469233249835;98.2;507;64;0;47.02719142708144716600
0692703N;Collège Jean de Verrazane;45.77380490983354;86.8;375;0;12;46.31059853610786222300
0594881K;Collège Martha Desrumaux;50.63901029289493;90.7;367;0;14;50.66002034972853472300
0931151W;Collège Jean Moulin;48.85957325186277;95.6;493;50;0;48.04450232515853748800
0010975E;Collège Jacques Prévert;46.247648621001346;105.4;647;0;8;44.23578680891255919100
0221037H;Collège Louis Guilloux;48.174492665665056;89.4;159;0;10;47.64969935568290995400
0931148T;Collège Georges Politzer;48.93163026635062;84.6;636;56;14;48.07370177209855585800
0932333F;Collège François Mitterrand;48.843434114510394;105.7;541;0;14;47.57475068743353515300
0130136C;Collège Vieux port;43.29650515548216;80.5;331;0;0;45.93364256515117671200
0840116V;Collège Jean Giono;44.12822441870911;94.6;596;95;11;47.31060543025466947500
0250003T;Collège Jean Bauhin;47.47951278049735;79.4;484;82;0;50.09362898261178236900
0540047H;Collège Victor Prouvé;48.67761532196342;110.6;275;0;14;51.33700825071044276400
0550701N;Collège Jacques Prévert;48.779758068548;80.7;249;49;8;51.83899493731295918300
0761739C;Collège Descartes;49.51942738484198;70.1;247;63;0;50.10668612335792484400
0572487U;Collège François Rabelais;49.1629203433612;77.4;370;0;0;48.28933846337570674400
9730348R;Collège Leodate Volmar;5.4883689227103805;64.1;841;0;34;48.53442995379698660400
0133352Y;Collège Camille Claudel;43.42337543725372;89.9;398;0;0;48.01383269930669384200
0691793Z;Collège Jacques Duclos;45.75577238577945;77.5;392;0;12;49.92110332190732100300
7200160L;Collège Henri Tomasi Penta di Casinca;42.45178925697593;92.5;473;12;0;48.66615880743673203800
0932333F;Collège François Mitterrand;48.843434114510394;105.7;524;0;14;47.57475068743353515300
0020007X;Collège Henri Matisse;49.98510333789957;70.9;341;69;26;51.26845387100261136600
0590050J;Collège Josquin des Prés;50.4584602905091;72.9;420;46;12;47.96602933699538611900
0801616X;Collège Guy Mareschal;49.8706672638455;78.9;270;63;27;48.37260467207226275300
0950945L;Collège Le Carré Sainte-Honorine;49.01080168845365;107.5;552;48;0;46.98396509293563191900
9740651P;Collège Auguste Lacaussade;-21.033521949224678;76.5;406;57;16;44.68215603714103045800
0761697G;Collège Claude Bernard;49.517913230961;87.2;370;0;12;45.78753437684785767200
0180766K;Collège le Grand Meaulnes;47.09925744545022;85.5;252;0;6;42.86957837183983632000
0781108F;Collège René Cassin;48.97405583352472;84.1;251;43;0;50.37159369005894265300
0941021Z;Collège Paul Langevin;48.78810220956382;88.9;434;0;12;52.68271875968257099300
0590002G;Collège Théodore Monod;50.33181566173207;81.5;751;59;14;50.23169857509137247700
0932694Y;Collège Gisèle Halimi;48.90770848759252;74.8;489;0;13;50.84256822268127394700
9730083C;Collège Gérard Holder;4.929788994800419;95.9;1114;114;23;48.21883438863985896100
9740546A;Collège Marcel Goulette;-21.21737393373981;92.0;1105;0;22;48.78600849696383553000
0951050A;Collège Pierre Curie;49.03827135464313;87.8;562;0;13;47.51780617225940448700
0141363F;Collège Nelson Mandela;49.201004362430716;81.2;338;0;0;45.89942498374403332300
0020055Z;Collège Gabriel Hanotaux;49.86071885144114;90.4;334;58;3;47.95056419818959728200
9741346V;Collège Ligne des Bambous;-21.29797491776404;88.8;722;63;11;49.06170268616099394800
0951800R;Collège Louis Aragon;48.994514690921534;90.4;597;0;0;49.97204673785528017600
0382504R;Collège Georges Brassens;45.53069286816266;89.4;408;0;14;50.20093458145340075900
0601177D;Collège Jean-Jacques Rousseau;49.25038471151;75.0;756;58;13;48.91766287996967431700
9730248G;Collège Albert Londres (Saint-Laurent II);5.471970820763775;69.5;831;0;19;51.99571515369952243200
0470677F;Collège Ducos du Hauron;44.19494104848643;87.0;602;0;13;51.67271901554820080300
0890790A;Collège Champs Plaisants;48.19287771997059;86.1;757;77;14;49.58647844509908075700
0752385K;Collège Elsa Triolet;48.83141337152828;101.5;366;56;10;47.09383398724963382600
0593663L;Collège Jean Deconinck;51.02822808170235;74.3;432;56;0;49.77883070418749189000
0500068C;Collège Saint-Exupéry;49.41031945923135;85.5;192;38;0;48.43736454161010496700
0931220W;Collège Travail Langevin;48.875169763521896;83.2;520;0;0;48.13813366184666320100
0132407W;Collège Jean Moulin;43.36446534977177;65.0;435;110;24;44.81580697993908852900
6200011T;Collège Laetitia Bonaparte;41.92628305932155;108.7;658;0;0;51.54514680432350585700
0592751V;Collège Félicien Joly;50.33786460186301;78.1;497;0;0;46.27643450609034391000
0700787A;Collège Pierre et Marie Curie;47.58351364721891;99.0;659;49;8;47.39094156547739628800
0800029X;Collège Jean Rostand;50.15607697220997;82.9;508;47;13;47.06065027928231775100
0622424Y;Collège Langevin-Wallon;50.45108347226466;76.1;410;65;0;48.18921830592599603800
0921675W;Collège Marguerite Duras;48.91770976091729;86.0;499;54;12;45.94003007439950881500
0620068M;Collège Fréderic Joliot Curie;50.48535248436109;84.7;372;0;0;50.47150510961736614900
0692578C;Collège Gabriel Rosset;45.72973322700155;82.8;654;0;11;49.51819460219276157100
0940006W;Collège Albert Schweitzer;48.773795233572585;88.3;569;58;12;47.20479902217603894900
0690249W;Collège Pierre Valdo;45.779670960163855;79.4;533;0;13;47.12843297394095657100
0510052E;Collège Louis Pasteur;48.78496604934703;91.1;373;20;0;49.88803900605841555500
9740044E;Collège Thérésien Cadet;-21.15428174859496;79.9;384;0;11;48.99954034600198565100
0672194W;Collège Nelson Mandela;48.52084991896933;102.2;630;48;13;48.31555875316901000100
0040044B;Collège Maria Borrély;44.09466935826107;93.7;389;0;0;51.25431590498795381700
0250056A;Collège Jouffroy d'Abbans;47.512047196475024;79.5;685;64;11;48.13706863304332651300
0755030K;Collège Daniel Mayer;48.893140903846145;74.4;316;0;11;47.73603253143106733600
0110037F;Collège Alain;43.21095190634443;90.6;426;0;0;49.47739108799198169300
0700045U;Collège Albert Jacquard;47.68652859366494;98.8;784;60;10;50.83764388784158071500
0900295G;Collège Vauban;47.640149209830966;102.0;642;78;10;50.52974009409783332700
0951230W;Collège Eugénie Cotton;48.94644245498279;82.5;658;51;8;49.44885468231863488900
0750550R;Collège Lucie Faure;48.85056470859537;105.4;376;0;8;46.16265156725447038200
0541501N;Collège Louis Armand;48.67062395524581;93.9;287;0;0;50.33486143626642561000
0642095E;Collège innovant Pierre Emmanuel;43.30529717539059;91.3;223;0;0;46.80430237794314259100
9760167C;Collège de M'Tsangamouji;-12.757720247778675;90.2;1126;51;7;50.32067010529748894000
0130139F;Collège Coin Joli Sévigné;43.26400504217281;83.5;339;0;13;46.35960668341604614800
0951696C;Collège Georges Duhamel;48.999642313112716;118.3;422;0;14;49.42531587745756647500
0700787A;Collège Pierre et Marie Curie;47.58351364721891;99.0;708;50;12;47.39094156547739628800
0560215E;Collège Jean Lurçat;47.76309345387246;98.1;339;58;0;49.00242093130932140500
0510052E;Collège Louis Pasteur;48.78496604934703;91.1;373;21;0;49.88803900605841555500
0572587C;Collège Jean Jaurès;49.10344695113353;89.6;363;53;9;47.53766486448657893400
0932582B;Collège Dora Maar;48.920954294742565;79.5;569;0;14;47.35477512818020164000
0680105V;Collège Kennedy;47.74934637524457;73.1;566;27;11;50.25819470792138934300
0594297A;Collège Victor Hugo;50.412707862648475;83.9;343;30;13;46.97151658408744185600
0593178J;Collège François Rabelais;50.641728868012265;85.8;455;56;0;49.39943068934546336300
0080894D;Collège Salengro;49.75156084497803;66.2;272;61;0;45.55718375550967981400
0631238D;Collège Antoine Audembron;45.8628286393282;86.9;573;64;27;50.37176369048401747000
0040013T;Collège Le Mont d'Or;43.83528869404598;88.6;302;0;11;48.72980524114450855400
0694296V;Collège Simone Lagrange;45.77926108782248;80.1;398;0;0;48.62807945008785287000
0491028B;Collège Montaigne;47.469555438518896;86.5;413;0;0;53.19241035029105358900
0881101U;Collège André Malraux;48.39457538840429;83.3;283;0;0;52.62262013678179341500
0593483R;Collège Robert Desnos;50.342317608166105;86.3;458;0;15;46.02104908475058062300
0594533G;Collège Voltaire;50.314703750485606;74.8;559;0;0;51.59585215210785645400
0593252P;Collège Léo Lagrange;50.021085726859674;82.3;352;44;12;47.82012249033550692700
0771176K;Collège Jules Verne;48.54459932438809;91.0;395;74;0;46.97568884551845345000
0692700K;Collège Marie Laurencin;45.89664118540146;95.7;839;52;13;48.63519670000186198100
0580682B;Collège Les Courlis;46.98089342674046;92.8;330;0;7;47.38345787305222458300
0670004R;Collège le Ried;48.61889807818501;82.8;643;46;26;48.61098552180208829200
0331885V;Collège Jean Jaurès;44.86285258870648;87.5;630;56;15;48.76834891931994176200
0451450G;Collège Jean Mermoz;47.707951453192976;75.6;323;0;0;44.70958014407310564700
0080897G;Collège Robert de Sorbon;49.51137797150841;94.9;360;0;10;52.86187926038132700800
0931221X;Collège Louise Michel;48.90714224608955;74.5;518;77;0;47.32642225996460780400
0760100W;Collège Boieldieu;49.458717608408655;75.6;223;0;14;54.14750903662572318800
0931381W;Collège Gustave Courbet;48.87871506233707;97.3;678;53;0;49.02792318768867589300
0950893E;Collège André Chénier;48.99493602872524;100.9;599;0;20;47.84235338867880645500
0762919K;Collège Jacques-Yves Cousteau;49.27752988759129;78.2;391;0;12;49.66268106782480328400
0100009F;Collège Albert Camus;48.310704200304684;83.9;586;0;0;49.18363853774652306100
6200006M;Collège Arthur Giovoni;41.94145744400021;80.1;649;74;31;47.51746962693210941700
0622262X;Collège Henri Wallon;50.41020311287875;82.4;588;42;12;50.62214082401279464100
0595175E;Collège Fénelon;50.1757149656532;100.0;487;0;8;49.95035786672670791700
0830834F;Collège André Léotard;43.43804774313768;82.1;509;0;21;52.37156610118766066600
0762128A;Collège Léo Lagrange;49.5017416116479;80.0;293;60;13;43.78532879531825068300
0940100Y;Collège Plaisance;48.8005440727486;103.3;406;0;16;47.51972927950119632100
0931428X;Collège Jean Vigo;48.956551804495234;74.6;705;0;0;46.82240593821327680600
0010039M;Collège de l'Albarine;45.9415466100717;97.7;257;0;13;47.46439890524349820400
0890937K;Collège Marie Noël;47.97624269014131;87.8;469;0;11;49.16111643727377467200
0110666P;Collège le Bastion;43.216445674713256;99.9;518;0;29;50.90241439609104398300
0760021K;Collège Emile Chartier;49.44171988622034;108.7;475;0;0;47.78261201032521802300
9720083H;Collège Petit Manoir;14.612497731208448;101.0;405;0;36;49.97627964808027352400
0870960W;Collège Firmin Roz;45.86738518424106;87.2;289;0;4;48.66328156500176655900
0671909L;Collège international Vauban;48.582135183779386;105.6;567;0;14;46.03803117381157408700
0912196T;Collège Sonia Delaunay;48.65344008008271;75.1;577;0;12;47.46133980162617592400
0921180H;Collège Thomas Masaryk;48.76400561366347;86.3;299;0;0;51.46183383237748127900
0911024U;Collège Louise Michel;48.59490827061564;83.3;625;0;0;51.04672728982987982800
0881101U;Collège André Malraux;48.39457538840429;83.3;271;0;0;52.62262013678179341500
0470677F;Collège Ducos du Hauron;44.19494104848643;87.0;598;0;11;51.67271901554820080300
0941022A;Collège Léon Blum;48.79386024148904;102.4;578;54;0;48.29786642252312242900
0410003F;Collège Blois-Bégon;47.59353384896432;72.5;512;66;12;51.23443411899032599000
0940521F;Collège Louis Pasteur;48.78434924334252;89.5;514;0;0;51.46262238884195660700
9710029E;Collège Courbaril;16.23133697158094;95.3;264;0;0;53.04993899679480754300
0932273R;Collège Iqbal Masih;48.9119109249613;78.2;505;0;13;48.38894853580659902200
0711348E;Collège Jean Vilar;46.801975057165585;94.4;638;0;11;50.22009268710660607700
0880151L;Collège Vautrin Lud;48.2965377650545;89.2;580;54;12;46.94282049050050347100
0594392D;Collège Pablo Néruda;50.70934262131982;85.3;287;0;0;47.16348395863162913400
0951921X;Collège Montaigne;49.028503012633486;86.9;546;0;0;51.33249240583138767300
0831115L;Collège Marcel Pagnol;43.126787902165255;85.4;318;0;12;50.91105066799356285500
0781914G;Collège Jean Vilar;48.977891430601815;82.3;565;0;10;47.87568517510348861000
0061174U;Collège Gérard Philipe;43.56994589845756;81.1;496;0;13;46.43298550939484354800
0490783K;Collège Jean Mermoz;47.451685736805544;73.3;378;0;23;49.95818255106902540500
0880045W;Collège Alphonse Cytère;48.35301560900074;93.1;482;0;22;55.83491995099869999300
0211523S;Collège Boris Vian;47.33972365795748;93.0;322;0;12;51.25552586770708710700
0601177D;Collège Jean-Jacques Rousseau;49.25038471151;75.0;746;57;13;48.91766287996967431700
0601449Z;Collège Jules Michelet;49.26291200924911;85.6;566;59;13;47.09024112987478936200
0020072T;Collège Simone Veil;50.0142430908917;76.1;205;0;9;49.89809553373370590000
0620219B;Collège Danielle Darras Riaumont;50.41874727709966;76.8;353;62;12;48.45050520401261995100
0131888G;Collège Alain Savary;43.50141629986821;100.8;580;0;0;49.86591398492307725000
0840020R;Collège Clovis Hugues;43.83500193892284;100.6;660;0;13;48.08841240464401644600
0623314R;Collège Simone Signoret;50.48260659356755;79.3;393;0;0;52.06317893034098853300
0350913C;Collège Clotilde Vautier;48.126256483139166;84.0;354;58;0;46.06202184833598363700
0931860S;Collège Pierre Brossolette;48.90167190949877;80.9;541;0;14;49.49565860454143660600
0931187K;Collège Didier Daurat;48.93507397741752;80.6;670;0;11;48.63682724070162305000
9740548C;Collège Edmond Albius;-20.934071796017093;78.6;683;0;12;50.24135473590544786400
0932580Z;Collège Jacqueline de Romilly;48.9433451912255;85.1;528;0;15;47.16688644280494612900
0400103V;Collège Lubet Barbon;43.87779141657054;97.9;448;89;13;47.87206036507619412500
