uai;nom_etablissement;lattitude;ips;total_eleves_hors_segpa_ulis;total_eleves_segpa;total_eleves_ulis;pourcentage_filles
0780032L;Collège Flora Tristan;48.937700076978935;89.5;478;0;0;48.31635778005990129800
0941095E;Collège Paul Eluard;48.768196928477295;79.6;519;50;8;48.37734494081830334600
0134022B;Collège Louise Michel;43.27658883799274;88.1;511;77;14;44.19352667644379156700
0880149J;Collège Saint-Exupéry;48.185798720478864;68.2;332;0;0;50.66227140037575786600
0382114S;Collège Stendhal;45.18938299512211;119.1;622;0;11;46.31062967587515340700
0931211L;Collège Marais de Villiers;48.869525943428826;88.1;453;0;0;45.77877401831812328900
9740598G;Collège de Mille Roches;-20.969430237531494;76.6;897;125;11;47.14904745442361428700
0300059B;Collège Jules Verne;43.829639151131474;72.9;495;0;12;49.89241712096851966800
9720708M;Collège Jenny Alpha  (Ex Dillon 2);14.608342157568362;77.2;368;0;32;54.11624338063999684900
9740027L;Collège de la Ravine des Cabris;-21.288499857914907;79.4;827;0;12;48.92412149879481900700
0941036R;Collège Karl Marx;48.78459769818388;86.8;462;0;0;49.88512878459015236800
0761782Z;Collège Eugène Varlin;49.51609891829551;69.3;341;63;11;49.22192267332777384800
0131935H;Collège Edgar Quinet;43.30694525124522;64.2;573;0;0;48.84862671459924954700
0755433Y;Collège Aimé Césaire;48.88757577390621;85.5;318;56;10;51.42101388526743897900
0911027X;Collège Michel-Richard Delalande;48.71206175285292;84.1;672;52;0;47.34540884744560591100
0141136J;Collège Pierre Varignon;49.19663021261219;88.3;242;0;15;48.34632635593335646800
0762919K;Collège Jacques-Yves Cousteau;49.27752988759129;78.2;386;0;12;49.66268106782480328400
0280656L;Collège Tomas Divi;48.079107364323185;82.4;253;0;12;47.81485631543929840600
0700786Z;Collège Jacques Brel;47.632314175580554;83.5;437;102;10;46.86174479535705443000
0690280E;Collège les Iris;45.769270202520346;84.6;709;0;13;48.32579081335540733500
0720989J;Collège Simone Veil;47.83181690661591;81.3;435;60;13;51.90125459129375455600
0931377S;Collège Jacques  Jorissen;48.91646597239605;78.3;664;48;0;44.11542699445608577600
0911024U;Collège Louise Michel;48.59490827061564;83.3;554;0;9;51.04672728982987982800
0762128A;Collège Léo Lagrange;49.5017416116479;80.0;294;62;14;43.78532879531825068300
0370791J;Collège Arche-du-Lude;47.346168623440334;75.3;229;0;8;46.73108152102864855800
0440055W;Collège Jean Rostand;47.24594665769826;123.6;670;0;0;52.07416561566296809200
0590238N;Collège Romain Rolland;50.38602048362716;78.8;333;0;0;49.96542518502773309800
9730247F;Collège Justin Catayée (Cayenne V);4.9176399313382335;68.9;779;0;26;51.46319767650185698300
0622793Z;Collège David Marcelle;50.41608045486609;81.9;462;48;0;43.84618887646633819700
0131610E;Collège Vincent Van Gogh;43.67943880232301;92.8;671;0;12;47.62417691892249886300
0761647C;Collège Paul Eluard;49.39178218993487;91.1;332;64;10;45.45192908169766338200
0090007J;Collège Victor Hugo;42.9398982453581;92.1;247;0;0;46.46629118605333035400
0040055N;Collège Jean Giono;43.82531251715252;87.8;516;94;12;49.15280790674676002200
0921394R;Collège André Doucet;48.89987408541336;86.6;367;43;12;49.80019842547954368500
0030030S;Collège Jean Zay;46.349204184430654;76.7;252;0;10;51.94280590028017559000
0382504R;Collège Georges Brassens;45.53069286816266;89.4;447;0;14;50.20093458145340075900
0720902P;Collège Pierre-Gilles de Gennes;47.96849261242499;78.3;351;62;13;48.33255853854513274100
0280753S;Collège Nicolas Robert;48.7165647756616;93.1;574;0;11;47.84892602491501390900
9760314M;Collège de Kawéni 2;-12.766644670501751;71.2;1453;0;8;50.38027983122957331300
0772481D;Collège Marie Curie;48.548154991367724;85.4;346;0;12;46.04575233107897227300
0694497N;Collège Gilbert Chabroux;45.76567823172886;83.7;268;0;0;45.83123072610036445200
0131932E;Collège Longchamp;43.30251976133512;106.0;888;0;0;49.83473675529851348500
0921179G;Collège Léonard de Vinci;48.764434998862676;102.3;297;0;12;45.82769936460281594800
0741097R;Collège Jacques Prévert;46.18490606823581;84.4;512;0;13;49.64081571063975875200
0594418G;Collège Charles de Gaulle;50.3030779347669;73.6;358;0;0;47.69892541055115270100
0694295U;Collège Alice Guy;45.736783372104966;87.5;471;0;11;48.98444913939971095100
0594290T;Collège Henri Matisse;50.457575681553536;82.9;269;33;0;47.54852535913989372500
0301211D;Collège Le Bosquet;44.15571224620921;95.7;519;93;12;50.48353141149290464500
0593686L;Collège Jacques Brel;50.26333776604779;69.0;307;0;0;48.80568449553362817600
0160024P;Collège Elisabeth et Robert Badinter;45.60371248337845;98.0;597;0;0;49.41666262093430717000
0690036P;Collège Victor Schoelcher;45.78884825806107;75.4;405;48;14;45.91975621753443976200
0133352Y;Collège Camille Claudel;43.42337543725372;89.9;404;0;0;48.01383269930669384200
0692337R;Collège Lamartine;45.75062425675254;74.5;542;0;12;47.71687320559274741900
0650050B;Collège Voltaire;43.2207760806361;99.7;463;0;14;48.99280321157554737400
0931151W;Collège Jean Moulin;48.85957325186277;95.6;484;63;0;48.04450232515853748800
0931207G;Collège Evariste Galois;48.95104612751377;85.9;437;0;13;49.39219997586196175700
0720068H;Collège Léon Tolstoï;48.02011676905311;90.5;335;0;0;45.92918035758181908800
0211225T;Collège Le Chapitre;47.29561204768497;71.0;204;66;13;45.78176421754156299600
0540111C;Collège Jacques Callot;48.66599311776567;85.8;457;0;8;47.51742790264828944500
0594412A;Collège Jean Jaurès;50.46468284594241;79.9;614;33;0;48.77395305683680087000
0772481D;Collège Marie Curie;48.548154991367724;85.4;333;0;13;46.04575233107897227300
0510044W;Collège Colbert;49.282976093498846;76.8;480;0;10;46.92521874348504225500
0131757P;Collège L'Estaque;43.36302953235596;99.6;586;0;12;49.50627374522017814300
9760119A;Collège de Chiconi;-12.832907262109957;77.4;861;0;16;49.46597951440556907600
0080826E;Collège le Lac;49.69429895903169;70.5;221;60;10;48.33370798565618314600
0331419N;Collège Georges Rayet;44.842138625193755;107.4;566;0;9;52.10156604892787521600
0110672W;Collège Jules Verne;43.21744505707045;78.9;621;82;14;49.24173853920904394100
0870791M;Collège Anatole France;45.88104420475965;85.5;389;58;12;48.31888915628003319300
0601179F;Collège Marcelin Berthelot;49.28139973437501;88.4;706;0;13;48.21883140156032955000
0601177D;Collège Jean-Jacques Rousseau;49.25038471151;75.0;780;59;13;48.91766287996967431700
0331464M;Collège Jean Zay;44.854318986096345;91.1;649;0;15;49.89213074881563408900
0593667R;Collège Rosa Parks;50.701429666195004;62.2;527;57;16;51.51880753720704385600
0170063B;Collège Edgar Quinet;45.736004222229255;98.0;696;89;14;50.35973959568911163200
0594524X;Collège Jean Moulin;50.59193523772984;73.1;229;48;13;49.24923166791099000900
0772274D;Collège La Grange du Bois;48.585338234065674;100.5;596;0;13;49.91166963722893136600
0610056E;Collège Saint-Exupéry;48.436995205925115;93.1;351;0;12;43.41822000918672310000
0601605U;Collège Paul Eluard;49.58519509908178;83.6;659;0;10;49.69827637275008194900
0761737A;Collège Denis Diderot;49.42103688213659;85.6;380;0;0;47.54229312865165569500
0131704G;Collège Arthur Rimbaud;43.34432893263555;63.4;548;60;14;48.50725481355939911800
0760086F;Collège Louis Pasteur;49.389923469262065;95.8;492;0;0;49.46458976907953415000
0050025A;Collège Achille Mauzan;44.565891797666836;105.1;541;58;15;49.42775146041063098300
0530790W;Collège Jacques Monod;48.06578512638096;102.5;421;0;26;52.12867955198731018900
0440284V;Collège Stendhal;47.26145073794815;78.7;456;0;0;51.77592012071371340700
0932261C;Collège Joséphine Baker;48.906273716715745;84.5;502;0;14;47.07979627101375614100
0593486U;Collège Félicien Joly;50.43703364705557;74.6;337;0;0;51.88178518862344725000
0021518P;Collège Marie de Luxembourg;49.66395473671849;86.5;416;0;10;51.31335232794201106200
0573269U;Collège Charles de Gaulle;49.30239963596309;77.1;803;0;12;47.73893272572506485500
0752544H;Collège François Villon;48.826222298748995;92.4;480;0;0;49.78618261528541833100
0600036N;Collège Edouard Herriot;49.267760854693826;82.1;503;0;12;52.61680578406069432600
0790004A;Collège Molière;47.080476110737266;84.2;174;0;0;52.44513814032481942100
0931211L;Collège Marais de Villiers;48.869525943428826;88.1;415;0;0;45.77877401831812328900
0800029X;Collège Jean Rostand;50.15607697220997;82.9;500;53;14;47.06065027928231775100
0595169Y;Collège Emile Zola;50.70736174269672;78.8;303;0;14;41.04410164459748524200
0750584C;Collège Valmy;48.88162436114599;113.3;394;0;0;49.34747229907305127600
0753046D;Collège Flora Tristan;48.858743391511226;102.7;476;0;0;51.19407676999243100200
0951945Y;Collège Victor Hugo;48.997227791444985;77.5;469;0;0;49.50432432379126401800
0690094C;Collège Jules Michelet;45.688464746000854;71.4;752;0;14;50.66049670874875295000
0692340U;Collège Henri Longchambon;45.72596123674255;76.6;598;58;16;48.43327090021899599300
9711181G;Collège Bois Rada;16.280690780790454;93.9;448;0;0;46.85225649444728820200
0940042K;Collège Adolphe Chérioux;48.780072029592844;94.9;433;0;13;49.29201419695434632600
0830953K;Collège Peiresc;43.124334055184825;86.4;605;0;0;49.17706996826710324900
0950934Z;Collège Georges Brassens;49.15452977206743;87.4;741;68;7;49.97923277727005673200
9740651P;Collège Auguste Lacaussade;-21.033521949224678;76.5;385;56;14;44.68215603714103045800
0781101Y;Collège Le Corbusier;48.92341683080588;122.3;454;0;12;44.92920023494815082500
0921621M;Collège Guy Môquet;48.934277159055895;85.4;708;0;10;49.75799608133253887400
0550701N;Collège Jacques Prévert;48.779758068548;80.7;215;39;17;51.83899493731295918300
9730306V;Collège Omeba Tobo (Kourou III);5.173465451024606;83.7;528;0;23;51.83736946090268882800
0660012E;Collège Joseph Sébastien Pons;42.719725883546694;68.7;594;64;28;49.36694495278259539900
0762127Z;Collège Henri Wallon;49.52320460902555;76.3;277;0;0;50.86695197079976258700
0341065Y;Collège Jean Moulin;43.415365487204454;76.8;358;48;14;48.66791342304533860600
0271096V;Collège Marie Curie;49.09247192372764;99.7;418;0;10;48.90256067095860758700
9760219J;Collège de M'Gombani;-12.780679988297914;81.6;1700;0;30;52.56409899148246302800
0761701L;Collège Roncherolles;49.57052160326197;89.1;561;65;14;47.80660478913211793700
0261090U;Collège Gustave Jaume;44.3820803985102;76.8;387;0;0;49.57571904587925614500
0594394F;Collège Marie Curie;50.718868994902444;77.3;502;41;12;48.27470755413319981900
0441610L;Collège Gutenberg;47.24662501348978;100.6;404;58;9;48.90977273734540460100
0755095F;Collège Edgar Varèse;48.88915980435331;108.4;354;0;11;49.58510408558837404900
9740841W;Collège Plateau Goyaves;-21.276869616654146;71.4;694;121;10;48.01609342691020868100
0291089B;Collège La Fontaine Margot;48.3837528328042;88.9;315;65;0;50.86035062165117387800
0400014Y;Collège Félix Arnaudin;44.200614993648756;93.7;403;0;0;49.53899164880045719100
0801487G;Collège Alfred Manessier;50.00954590065261;86.0;258;0;0;50.25656359716990112200
0771621U;Collège Honoré de Balzac;48.26261375641058;92.7;437;0;0;52.51844986877680605700
0550024C;Collège Buvignier;49.162732311065156;86.8;391;0;22;48.41343112378993385300
0421486M;Collège Pierre Joannon;45.45963076148744;88.1;399;0;14;50.33942117185524049600
0931428X;Collège Jean Vigo;48.956551804495234;74.6;698;0;0;46.82240593821327680600
0951196J;Collège Voltaire;48.99692982386705;75.0;603;0;17;47.55201073224069604800
0941015T;Collège Willy Ronis;48.81137476429898;91.4;720;60;0;49.39683802213222421800
0572017H;Collège Jean Burger;49.25361265455629;83.4;295;28;15;49.36930320741571530200
9720682J;Collège Cassien Sainte Claire;14.636299622964131;89.2;437;65;27;45.33760297639563611700
0570069R;Collège Jules Lagneau;49.1200744448891;81.4;471;0;14;46.96865623225092008200
0360541T;Collège Rosa Parks;46.80038435949145;69.2;381;62;0;51.31062243294326886000
9730130D;Collège Eugène Nonnon;4.941425734458686;80.3;650;0;16;49.22769851143295364200
0950039B;Collège Le Parc;49.04077077189662;89.2;480;0;0;50.22738181261167153700
0620198D;Collège Albert Camus;50.47547424442204;76.6;407;0;0;50.48145872071170496600
0060841G;Collège Jean-Henri Fabre;43.731182936513065;88.6;629;73;0;49.45324260886123919600
0750465Y;Collège Lucie Aubrac;48.86823421704854;118.3;386;0;8;45.63834937233139434400
0120622L;Collège Paul Ramadier;44.57080239612147;91.6;352;50;13;48.26602956195306325500
0911025V;Collège Jean Lurçat;48.63932102544692;83.2;821;59;11;48.29074138374762717400
0950886X;Collège Claude Monet;48.955099369854246;76.3;519;43;12;48.58830408542235223000
0300055X;Collège Bernard de Ventadour;44.16255645283105;104.8;737;0;12;51.36175334014571391600
0410952M;Collège François Rabelais;47.59447793664912;66.9;335;0;12;51.94953162289564935700
0680111B;Collège Saint-Exupéry;47.75963911807598;72.2;536;101;23;48.33468910349887146500
0593482P;Collège Fréderic Joliot Curie;50.38278261710616;81.9;312;57;14;52.11493707148608077900
0801485E;Collège du Val de Nièvre;50.07732781962249;84.8;317;51;0;47.58350551648851213000
9720016K;Collège Christiane Eda-Pierre;14.76829424199991;92.7;124;0;0;41.71323590909691157200
0572587C;Collège Jean Jaurès;49.10344695113353;89.6;413;47;12;47.53766486448657893400
0450840U;Collège Paul Eluard;48.00527288728754;80.1;649;85;12;47.21845335684944945800
0620180J;Collège Léon Blum;50.49557185372062;83.6;516;65;14;47.90224626979208812200
9711087E;Collège roche gravée de Moho;18.06395184129821;77.4;450;11;16;47.62834993522791596000
0500068C;Collège Saint-Exupéry;49.41031945923135;85.5;182;40;0;48.43736454161010496700
0132572A;Collège Ampère;43.67347246794884;85.5;664;0;12;47.35121411920131849500
9730145V;Collège Elie Castor;5.381882938020907;77.5;166;43;18;47.46940362427650015100
0950900M;Collège Anatole France;48.98068018704452;67.4;352;0;12;51.41499106691240371100
9730307W;Collège Concorde-Maurice Dumesnil;4.8351327253277105;78.1;877;178;14;50.44820649415172861500
0061001F;Collège Louis Nucera;43.72361668686263;66.4;576;58;13;50.13352750610087240600
0010035H;Collège Louis Lumière;46.25485364646008;78.1;581;0;12;49.55048569760950273700
0351851X;Collège la Binquenais;48.09048614864535;82.9;513;63;8;48.91193338122127714100
0300025P;Collège Romain Rolland;43.84465294317107;59.2;313;0;12;51.57156308824596255200
0931226C;Collège Pablo Neruda;48.96370244417755;79.2;704;55;0;45.86770361965098249200
0280924C;Collège Pierre Brossolette;48.324188673563626;92.0;392;0;4;47.65084018240440893100
0271104D;Collège Henri Dunant;49.029706084232835;88.0;410;0;12;50.69084236517115528900
0440013A;Collège Bellevue;47.627333171285294;94.3;388;0;12;49.51797722025831308600
0251080N;Collège Diderot;47.221353426514895;65.7;581;64;12;50.38669656098643061800
9760245M;Collège de Dembéni;-12.843618744372092;64.5;1676;0;14;52.03103006793224614800
0911042N;Collège Paul Eluard;48.6303368547917;86.4;785;0;15;49.97075788628517040400
9730370P;Collège Réeberg Néron;4.895436364084357;96.5;685;0;30;50.21122912551372766000
0911402E;Collège de Guinette;48.43646603760289;83.9;664;62;13;47.31118430791511944700
9720021R;Collège Belle étoile;14.676934247872456;101.4;562;62;4;46.26354935374674792000
9760314M;Collège de Kawéni 2;-12.766644670501751;71.2;1433;0;8;50.38027983122957331300
0540088C;Collège Anatole France;49.544708645677595;77.1;226;0;0;50.98391067814668579100
9740027L;Collège de la Ravine des Cabris;-21.288499857914907;79.4;809;0;13;48.92412149879481900700
0332768E;Collège Aliénor d'Aquitaine;44.82935744008306;118.4;815;0;14;52.21861127476603655300
0134022B;Collège Louise Michel;43.27658883799274;88.1;509;81;14;44.19352667644379156700
0340972X;Collège Victor Hugo;43.408444951305825;87.2;395;0;26;47.48665626447814726600
0752958H;Collège Boris Vian;48.89057669497499;93.8;462;0;12;50.28627905166254246600
0280924C;Collège Pierre Brossolette;48.324188673563626;92.0;427;0;0;47.65084018240440893100
0596529B;Collège intercommunal Maurice Schumann;50.375061829305764;89.6;503;0;13;49.16256351210292739400
0331621H;Collège Henri de Navarre;45.04082038283991;81.2;795;93;16;50.57857729379912119000
0580012Y;Collège Noël Berrier;47.25231366566169;103.1;122;0;0;49.68929443244423444100
9730182K;Collège La Canopée (Matoury I);4.842455625029976;84.3;912;0;20;51.38795519960426861400
0711323C;Collège Les Épontots;46.78807515110052;77.7;252;0;10;50.33878860681855387400
0622095R;Collège Jean Moulin;50.70825662279591;78.5;442;56;0;47.75483945145195780100
0410003F;Collège Blois-Bégon;47.59353384896432;72.5;518;64;12;51.23443411899032599000
0710056A;Collège Jean Moulin;46.67345668102723;73.5;309;63;13;49.92032542740544662000
0594362W;Collège Vauban;50.274459245680944;63.6;512;28;7;49.45411877165185192500
0611026J;Collège Louise Michel;48.41269314499769;67.0;257;0;10;55.12331825712631334900
0820588U;Collège Olympe de Gouges;44.015525470540524;96.7;1134;56;31;48.03417554569191756500
0920592U;Collège Moulin Joly;48.92818035945525;88.6;584;0;7;50.28512700741094355900
0623918X;Collège Martin Luther King;47.76374492157552;72.8;442;0;0;47.13010778086189917900
0061668F;Collège les Jasmins - Sainte Marguerite;43.64350927991546;85.8;431;66;25;47.17004377479995802500
0622868F;Collège Jean Jaurès;50.440104907023624;74.4;411;56;11;48.61010153747518533800
0921622N;Collège Auguste Renoir;48.92218539860523;94.1;752;0;0;49.27947369137071903800
0701192R;Collège des Thermes;47.82124200595169;89.1;493;58;9;47.57570348020711287300
0470046V;Collège Jean Monnet;44.498934992975315;91.0;291;44;0;47.58555300692469708700
